,index,variable,value,Streams
0,0,Track Name - 분할 1,Seven,141381703.0
2,0,Track Name - 분할 2,(feat.,141381703.0
3,0,Track Name - 분할 3,Latto),141381703.0
4,0,Track Name - 분할 4,(Explicit,141381703.0
5,0,Track Name - 분할 5,Ver.),141381703.0
10,1,Track Name - 분할 1,LALA,133716286.0
20,2,Track Name - 분할 1,vampire,140003974.0
30,3,Track Name - 분할 1,Cruel,800840817.0
32,3,Track Name - 분할 2,Summer,800840817.0
40,4,Track Name - 분할 1,WHERE,303236322.0
42,4,Track Name - 분할 2,SHE,303236322.0
43,4,Track Name - 분할 3,GOES,303236322.0
50,5,Track Name - 분할 1,Sprinter,183706234.0
60,6,Track Name - 분할 1,Ella,725980112.0
62,6,Track Name - 분할 2,Baila,725980112.0
63,6,Track Name - 분할 3,Sola,725980112.0
70,7,Track Name - 분할 1,Columbia,58149378.0
80,8,Track Name - 분할 1,fukumean,95217315.0
90,9,Track Name - 분할 1,La,553634067.0
92,9,Track Name - 분할 2,Bebe,553634067.0
93,9,Track Name - 분할 3,-,553634067.0
94,9,Track Name - 분할 4,Remix,553634067.0
100,10,Track Name - 분할 1,un,505671438.0
102,10,Track Name - 분할 2,x100to,505671438.0
110,11,Track Name - 분할 1,Super,58255150.0
112,11,Track Name - 분할 2,Shy,58255150.0
120,12,Track Name - 분할 1,Flowers,1316855716.0
130,13,Track Name - 분할 1,Daylight,387570742.0
140,14,Track Name - 분할 1,As,2513188493.0
142,14,Track Name - 분할 2,It,2513188493.0
143,14,Track Name - 분할 3,Was,2513188493.0
150,15,Track Name - 분할 1,Kill,1163093654.0
152,15,Track Name - 분할 2,Bill,1163093654.0
160,16,Track Name - 분할 1,Cupid,496795686.0
162,16,Track Name - 분할 2,-,496795686.0
163,16,Track Name - 분할 3,Twin,496795686.0
164,16,Track Name - 분할 4,Ver.,496795686.0
170,17,Track Name - 분할 1,What,30546883.0
171,17,Track Name - 분할 10,"""Barbie""]",30546883.0
172,17,Track Name - 분할 2,Was,30546883.0
173,17,Track Name - 분할 3,I,30546883.0
174,17,Track Name - 분할 4,Made,30546883.0
175,17,Track Name - 분할 5,For?,30546883.0
176,17,Track Name - 분할 6,[From,30546883.0
177,17,Track Name - 분할 7,The,30546883.0
178,17,Track Name - 분할 8,Motion,30546883.0
179,17,Track Name - 분할 9,Picture,30546883.0
180,18,Track Name - 분할 1,Classy,335222234.0
182,18,Track Name - 분할 2,101,335222234.0
190,19,Track Name - 분할 1,Like,363369738.0
192,19,Track Name - 분할 2,Crazy,363369738.0
200,20,Track Name - 분할 1,LADY,86444842.0
202,20,Track Name - 분할 2,GAGA,86444842.0
210,21,Track Name - 분할 1,I,52135248.0
212,21,Track Name - 분할 2,Can,52135248.0
213,21,Track Name - 분할 3,See,52135248.0
214,21,Track Name - 분할 4,You,52135248.0
215,21,Track Name - 분할 5,(Taylorï¿½ï¿½ï¿½s,52135248.0
216,21,Track Name - 분할 6,Version),52135248.0
217,21,Track Name - 분할 7,(From,52135248.0
218,21,Track Name - 분할 8,The,52135248.0
220,22,Track Name - 분할 1,I,1297026226.0
222,22,Track Name - 분할 2,Wanna,1297026226.0
223,22,Track Name - 분할 3,Be,1297026226.0
224,22,Track Name - 분할 4,Yours,1297026226.0
230,23,Track Name - 분할 1,Peso,200647221.0
232,23,Track Name - 분할 2,Pluma:,200647221.0
233,23,Track Name - 분할 3,Bzrp,200647221.0
234,23,Track Name - 분할 4,Music,200647221.0
235,23,Track Name - 분할 5,"Sessions,",200647221.0
236,23,Track Name - 분할 6,Vol.,200647221.0
237,23,Track Name - 분할 7,55,200647221.0
240,24,Track Name - 분할 1,Popular,115364561.0
241,24,Track Name - 분할 10,Vol.,115364561.0
242,24,Track Name - 분할 2,(with,115364561.0
243,24,Track Name - 분할 3,Playboi,115364561.0
244,24,Track Name - 분할 4,Carti,115364561.0
245,24,Track Name - 분할 5,&,115364561.0
246,24,Track Name - 분할 6,Madonna),115364561.0
247,24,Track Name - 분할 7,-,115364561.0
248,24,Track Name - 분할 8,The,115364561.0
249,24,Track Name - 분할 9,Idol,115364561.0
250,25,Track Name - 분할 1,SABOR,78300654.0
252,25,Track Name - 분할 2,FRESA,78300654.0
260,26,Track Name - 분할 1,Calm,899183384.0
262,26,Track Name - 분할 2,Down,899183384.0
263,26,Track Name - 분할 3,(with,899183384.0
264,26,Track Name - 분할 4,Selena,899183384.0
265,26,Track Name - 분할 5,Gomez),899183384.0
270,27,Track Name - 분할 1,MOJABI,61245289.0
272,27,Track Name - 분할 2,GHOST,61245289.0
280,28,Track Name - 분할 1,Last,429829812.0
282,28,Track Name - 분할 2,Night,429829812.0
290,29,Track Name - 분할 1,Dance,127408954.0
292,29,Track Name - 분할 2,The,127408954.0
293,29,Track Name - 분할 3,Night,127408954.0
294,29,Track Name - 분할 4,(From,127408954.0
295,29,Track Name - 분할 5,Barbie,127408954.0
296,29,Track Name - 분할 6,The,127408954.0
297,29,Track Name - 분할 7,Album),127408954.0
300,30,Track Name - 분할 1,Rush,22581161.0
310,31,Track Name - 분할 1,TULUM,52294266.0
320,32,Track Name - 분할 1,Creepin',843957510.0
330,33,Track Name - 분할 1,Anti-Hero,999748277.0
340,34,Track Name - 분할 1,TQG,618990393.0
350,35,Track Name - 분할 1,Los,123122413.0
352,35,Track Name - 분할 2,del,123122413.0
353,35,Track Name - 분할 3,Espacio,123122413.0
360,36,Track Name - 분할 1,Frï¿½ï¿½gil,188933502.0
362,36,Track Name - 분할 2,(feat.,188933502.0
363,36,Track Name - 분할 3,Grupo,188933502.0
364,36,Track Name - 분할 4,Front,188933502.0
370,37,Track Name - 분할 1,Blank,1355959075.0
372,37,Track Name - 분할 2,Space,1355959075.0
380,38,Track Name - 분할 1,Style,786181836.0
390,39,Track Name - 분할 1,TQM,176553476.0
400,40,Track Name - 분할 1,El,354495408.0
402,40,Track Name - 분할 2,Azul,354495408.0
410,41,Track Name - 분할 1,Sunflower,2808096550.0
412,41,Track Name - 분할 2,-,2808096550.0
413,41,Track Name - 분할 3,Spider-Man:,2808096550.0
414,41,Track Name - 분할 4,Into,2808096550.0
415,41,Track Name - 분할 5,the,2808096550.0
416,41,Track Name - 분할 6,Spider-Verse,2808096550.0
420,42,Track Name - 분할 1,I'm,1109433169.0
422,42,Track Name - 분할 2,Good,1109433169.0
423,42,Track Name - 분할 3,(Blue),1109433169.0
430,43,Track Name - 분할 1,See,1047101291.0
432,43,Track Name - 분할 2,You,1047101291.0
433,43,Track Name - 분할 3,Again,1047101291.0
440,44,Track Name - 분할 1,Barbie,65156199.0
442,44,Track Name - 분할 2,World,65156199.0
443,44,Track Name - 분할 3,(with,65156199.0
444,44,Track Name - 분할 4,Aqua),65156199.0
445,44,Track Name - 분할 5,[From,65156199.0
446,44,Track Name - 분할 6,Barbie,65156199.0
447,44,Track Name - 분할 7,The,65156199.0
448,44,Track Name - 분할 8,Album],65156199.0
450,45,Track Name - 분할 1,Angels,570515054.0
452,45,Track Name - 분할 2,Like,570515054.0
453,45,Track Name - 분할 3,You,570515054.0
460,46,Track Name - 분할 1,I,1085685420.0
462,46,Track Name - 분할 2,Ain't,1085685420.0
463,46,Track Name - 분할 3,Worried,1085685420.0
470,47,Track Name - 분할 1,Die,1647990401.0
472,47,Track Name - 분할 2,For,1647990401.0
473,47,Track Name - 분할 3,You,1647990401.0
480,48,Track Name - 분할 1,Starboy,2565529693.0
490,49,Track Name - 분할 1,Die,518745108.0
492,49,Track Name - 분할 2,For,518745108.0
493,49,Track Name - 분할 3,You,518745108.0
494,49,Track Name - 분할 4,-,518745108.0
495,49,Track Name - 분할 5,Remix,518745108.0
500,50,Track Name - 분할 1,El,107753850.0
502,50,Track Name - 분할 2,Cielo,107753850.0
510,51,Track Name - 분할 1,Baby,177740666.0
512,51,Track Name - 분할 2,Don't,177740666.0
513,51,Track Name - 분할 3,Hurt,177740666.0
514,51,Track Name - 분할 4,Me,177740666.0
520,52,Track Name - 분할 1,AMARGURA,153372011.0
530,53,Track Name - 분할 1,(It,57876440.0
532,53,Track Name - 분할 2,Goes,57876440.0
533,53,Track Name - 분할 3,Like),57876440.0
534,53,Track Name - 분할 4,Nanana,57876440.0
535,53,Track Name - 분할 5,-,57876440.0
536,53,Track Name - 분할 6,Edit,57876440.0
540,54,Track Name - 분할 1,Another,1813673666.0
542,54,Track Name - 분할 2,Love,1813673666.0
550,55,Track Name - 분할 1,Blinding,3703895074.0
552,55,Track Name - 분할 2,Lights,3703895074.0
560,56,Track Name - 분할 1,Moonlight,256483385.0
570,57,Track Name - 분할 1,La,1214083358.0
572,57,Track Name - 분할 2,Bachata,1214083358.0
580,58,Track Name - 분할 1,S91,16011326.0
590,59,Track Name - 분할 1,cardigan,812019557.0
600,60,Track Name - 분할 1,Tï¿½ï¿,111947664.0
610,61,Track Name - 분할 1,Boy's,156338624.0
612,61,Track Name - 분할 2,a,156338624.0
613,61,Track Name - 분할 3,liar,156338624.0
614,61,Track Name - 분할 4,Pt.,156338624.0
615,61,Track Name - 분할 5,2,156338624.0
620,62,Track Name - 분할 1,Left,720434240.0
622,62,Track Name - 분할 2,and,720434240.0
623,62,Track Name - 분할 3,Right,720434240.0
624,62,Track Name - 분할 4,(Feat.,720434240.0
625,62,Track Name - 분할 5,Jung,720434240.0
626,62,Track Name - 분할 6,Kook,720434240.0
627,62,Track Name - 분할 7,of,720434240.0
628,62,Track Name - 분할 8,BTS),720434240.0
630,63,Track Name - 분할 1,BESO,357925728.0
640,64,Track Name - 분할 1,Hey,674072710.0
642,64,Track Name - 분할 2,Mor,674072710.0
650,65,Track Name - 분할 1,Yellow,1755214421.0
660,66,Track Name - 분할 1,Karma,404562836.0
670,67,Track Name - 분할 1,People,373199958.0
680,68,Track Name - 분할 1,Overdrive,14780425.0
690,69,Track Name - 분할 1,Enchanted,39578178.0
692,69,Track Name - 분할 2,(Taylor's,39578178.0
693,69,Track Name - 분할 3,Version),39578178.0
700,70,Track Name - 분할 1,BABY,54266102.0
702,70,Track Name - 분할 2,HELLO,54266102.0
710,71,Track Name - 분할 1,Heat,2557975762.0
712,71,Track Name - 분할 2,Waves,2557975762.0
720,72,Track Name - 분할 1,golden,751134527.0
722,72,Track Name - 분할 2,hour,751134527.0
730,73,Track Name - 분할 1,Sweater,2282771485.0
732,73,Track Name - 분할 2,Weather,2282771485.0
740,74,Track Name - 분할 1,Quevedo:,1356565093.0
742,74,Track Name - 분할 2,Bzrp,1356565093.0
743,74,Track Name - 분할 3,Music,1356565093.0
744,74,Track Name - 분할 4,"Sessions,",1356565093.0
745,74,Track Name - 분할 5,Vol.,1356565093.0
746,74,Track Name - 분할 6,52,1356565093.0
750,75,Track Name - 분할 1,Viva,1592909789.0
752,75,Track Name - 분할 2,La,1592909789.0
753,75,Track Name - 분할 3,Vida,1592909789.0
760,76,Track Name - 분할 1,Here,635412045.0
762,76,Track Name - 분할 2,With,635412045.0
763,76,Track Name - 분할 3,Me,635412045.0
770,77,Track Name - 분할 1,Unholy,1230675890.0
772,77,Track Name - 분할 2,(feat.,1230675890.0
773,77,Track Name - 분할 3,Kim,1230675890.0
774,77,Track Name - 분할 4,Petras),1230675890.0
780,78,Track Name - 분할 1,Yandel,585695368.0
782,78,Track Name - 분할 2,150,585695368.0
790,79,Track Name - 분할 1,CORAZï¿½ï¿½N,43857627.0
792,79,Track Name - 분할 2,VA,43857627.0
800,80,Track Name - 분할 1,Riptide,2009094673.0
810,81,Track Name - 분할 1,Until,600976848.0
811,81,Track Name - 분할 10,Beihold,600976848.0
812,81,Track Name - 분할 2,I,600976848.0
813,81,Track Name - 분할 3,Found,600976848.0
814,81,Track Name - 분할 4,You,600976848.0
815,81,Track Name - 분할 5,(with,600976848.0
816,81,Track Name - 분할 6,Em,600976848.0
817,81,Track Name - 분할 7,Beihold),600976848.0
818,81,Track Name - 분할 8,-,600976848.0
819,81,Track Name - 분할 9,Em,600976848.0
820,82,Track Name - 분할 1,Novidade,39709092.0
822,82,Track Name - 분할 2,na,39709092.0
823,82,Track Name - 분할 3,ï¿½ï¿,39709092.0
830,83,Track Name - 분할 1,Back,39228929.0
832,83,Track Name - 분할 2,To,39228929.0
833,83,Track Name - 분할 3,December,39228929.0
834,83,Track Name - 분할 4,(Taylor's,39228929.0
835,83,Track Name - 분할 5,Version),39228929.0
840,84,Track Name - 분할 1,STAY,2665343922.0
842,84,Track Name - 분할 2,(with,2665343922.0
843,84,Track Name - 분할 3,Justin,2665343922.0
844,84,Track Name - 분할 4,Bieber),2665343922.0
850,85,Track Name - 분할 1,El,223633238.0
852,85,Track Name - 분할 2,Merengue,223633238.0
860,86,Track Name - 분할 1,Someone,2887241814.0
862,86,Track Name - 분할 2,You,2887241814.0
863,86,Track Name - 분할 3,Loved,2887241814.0
870,87,Track Name - 분할 1,Me,1440757818.0
872,87,Track Name - 분할 2,Porto,1440757818.0
873,87,Track Name - 분할 3,Bonito,1440757818.0
880,88,Track Name - 분할 1,Makeba,165484133.0
890,89,Track Name - 분할 1,MONTAGEM,58054811.0
892,89,Track Name - 분할 2,-,58054811.0
893,89,Track Name - 분할 3,FR,58054811.0
894,89,Track Name - 분할 4,PUNK,58054811.0
900,90,Track Name - 분할 1,Fast,157058870.0
902,90,Track Name - 분할 2,Car,157058870.0
910,91,Track Name - 분할 1,What,95131998.0
912,91,Track Name - 분할 2,It,95131998.0
913,91,Track Name - 분할 3,Is,95131998.0
914,91,Track Name - 분할 4,(Solo,95131998.0
915,91,Track Name - 분할 5,Version),95131998.0
920,92,Track Name - 분할 1,Coco,250305248.0
922,92,Track Name - 분할 2,Chanel,250305248.0
930,93,Track Name - 분할 1,Donï¿½ï¿½ï¿½t,685032533.0
932,93,Track Name - 분할 2,Bl,685032533.0
940,94,Track Name - 분할 1,Still,38411956.0
942,94,Track Name - 분할 2,With,38411956.0
943,94,Track Name - 분할 3,You,38411956.0
950,95,Track Name - 분할 1,All,144565150.0
952,95,Track Name - 분할 2,My,144565150.0
953,95,Track Name - 분할 3,Life,144565150.0
954,95,Track Name - 분할 4,(feat.,144565150.0
955,95,Track Name - 분할 5,J.,144565150.0
956,95,Track Name - 분할 6,Cole),144565150.0
960,96,Track Name - 분할 1,Say,127567540.0
962,96,Track Name - 분할 2,Yes,127567540.0
963,96,Track Name - 분할 3,To,127567540.0
964,96,Track Name - 분할 4,Heaven,127567540.0
970,97,Track Name - 분할 1,Snooze,399686758.0
980,98,Track Name - 분할 1,Summertime,983637508.0
982,98,Track Name - 분할 2,Sadness,983637508.0
990,99,Track Name - 분할 1,Take,118482347.0
992,99,Track Name - 분할 2,Two,118482347.0
1000,100,Track Name - 분할 1,Lover,882831184.0
1010,101,Track Name - 분할 1,Too,286400165.0
1012,101,Track Name - 분할 2,Many,286400165.0
1013,101,Track Name - 분할 3,Nights,286400165.0
1014,101,Track Name - 분할 4,(feat.,286400165.0
1015,101,Track Name - 분할 5,Don,286400165.0
1016,101,Track Name - 분할 6,Toliver,286400165.0
1017,101,Track Name - 분할 7,&,286400165.0
1018,101,Track Name - 분할 8,with,286400165.0
1019,101,Track Name - 분할 9,Future),286400165.0
1020,102,Track Name - 분할 1,Chemical,172825906.0
1030,103,Track Name - 분할 1,Mockingbird,1241559043.0
1040,104,Track Name - 분할 1,New,29562220.0
1042,104,Track Name - 분할 2,Jeans,29562220.0
1050,105,Track Name - 분할 1,Primera,77309611.0
1052,105,Track Name - 분할 2,Cita,77309611.0
1060,106,Track Name - 분할 1,Cold,1605224506.0
1062,106,Track Name - 분할 2,Heart,1605224506.0
1063,106,Track Name - 분할 3,-,1605224506.0
1064,106,Track Name - 분할 4,PNAU,1605224506.0
1065,106,Track Name - 분할 5,Remix,1605224506.0
1070,107,Track Name - 분할 1,Dandelions,1116995633.0
1080,108,Track Name - 분할 1,Bones,838079900.0
1090,109,Track Name - 분할 1,Set,1163620694.0
1092,109,Track Name - 분할 2,Fire,1163620694.0
1093,109,Track Name - 분할 3,to,1163620694.0
1094,109,Track Name - 분할 4,the,1163620694.0
1095,109,Track Name - 분할 5,Rain,1163620694.0
1100,110,Track Name - 분할 1,Money,1093605526.0
1102,110,Track Name - 분할 2,Trees,1093605526.0
1110,111,Track Name - 분할 1,Tak,179659294.0
1112,111,Track Name - 분할 2,Segampang,179659294.0
1113,111,Track Name - 분할 3,Itu,179659294.0
1120,112,Track Name - 분할 1,LAGUNAS,39058561.0
1130,113,Track Name - 분할 1,Mine,36912123.0
1132,113,Track Name - 분할 2,(Taylor's,36912123.0
1133,113,Track Name - 분할 3,Version),36912123.0
1140,114,Track Name - 분할 1,Everybody,1205951614.0
1142,114,Track Name - 분할 2,Wants,1205951614.0
1143,114,Track Name - 분할 3,To,1205951614.0
1144,114,Track Name - 분할 4,Rule,1205951614.0
1145,114,Track Name - 분할 5,The,1205951614.0
1146,114,Track Name - 분할 6,World,1205951614.0
1150,115,Track Name - 분할 1,No,1791000570.0
1152,115,Track Name - 분할 2,Role,1791000570.0
1153,115,Track Name - 분할 3,Modelz,1791000570.0
1160,116,Track Name - 분할 1,Tattoo,201660859.0
1170,117,Track Name - 분할 1,Rara,248088961.0
1172,117,Track Name - 분할 2,Vez,248088961.0
1180,118,Track Name - 분할 1,VAGABUNDO,90839753.0
1190,119,Track Name - 분할 1,august,607123776.0
1200,120,Track Name - 분할 1,LUNA,55842345.0
1210,121,Track Name - 분할 1,Miracle,211050784.0
1212,121,Track Name - 분할 2,(with,211050784.0
1213,121,Track Name - 분할 3,Ellie,211050784.0
1214,121,Track Name - 분할 4,Goulding),211050784.0
1220,122,Track Name - 분할 1,Nonsense,342897938.0
1230,123,Track Name - 분할 1,Que,2762.0
1232,123,Track Name - 분할 2,Vuelvas,2762.0
1240,124,Track Name - 분할 1,Por,330346424.0
1242,124,Track Name - 분할 2,las,330346424.0
1243,124,Track Name - 분할 3,Noches,330346424.0
1250,125,Track Name - 분할 1,Feliz,601863821.0
1252,125,Track Name - 분할 2,Cumpleaï¿½ï¿½os,601863821.0
1253,125,Track Name - 분할 3,Fe,601863821.0
1260,126,Track Name - 분할 1,Can't,1953533826.0
1262,126,Track Name - 분할 2,Hold,1953533826.0
1263,126,Track Name - 분할 3,Us,1953533826.0
1264,126,Track Name - 분할 4,(feat.,1953533826.0
1265,126,Track Name - 분할 5,Ray,1953533826.0
1266,126,Track Name - 분할 6,Dalton),1953533826.0
1270,127,Track Name - 분할 1,Watermelon,2322580122.0
1272,127,Track Name - 분할 2,Sugar,2322580122.0
1280,128,Track Name - 분할 1,lovely,2355719893.0
1282,128,Track Name - 분할 2,-,2355719893.0
1283,128,Track Name - 분할 3,Bonus,2355719893.0
1284,128,Track Name - 분할 4,Track,2355719893.0
1290,129,Track Name - 분할 1,Rauw,66902503.0
1292,129,Track Name - 분할 2,Alejandro:,66902503.0
1293,129,Track Name - 분할 3,Bzrp,66902503.0
1294,129,Track Name - 분할 4,Music,66902503.0
1295,129,Track Name - 분할 5,"Sessions,",66902503.0
1296,129,Track Name - 분할 6,Vol.,66902503.0
1297,129,Track Name - 분할 7,56,66902503.0
1300,130,Track Name - 분할 1,Queencard,96273746.0
1310,131,Track Name - 분할 1,OMG,430977451.0
1320,132,Track Name - 분할 1,Radio,284819874.0
1330,133,Track Name - 분할 1,Shakira:,721975598.0
1332,133,Track Name - 분할 2,Bzrp,721975598.0
1333,133,Track Name - 분할 3,Music,721975598.0
1334,133,Track Name - 분할 4,"Sessions,",721975598.0
1335,133,Track Name - 분할 5,Vol.,721975598.0
1336,133,Track Name - 분할 6,53,721975598.0
1340,134,Track Name - 분할 1,505,1217120710.0
1350,135,Track Name - 분할 1,Calling,109276132.0
1351,135,Track Name - 분할 10,"Lee,",109276132.0
1352,135,Track Name - 분할 2,(Spider-Man:,109276132.0
1353,135,Track Name - 분할 3,Across,109276132.0
1354,135,Track Name - 분할 4,the,109276132.0
1355,135,Track Name - 분할 5,Spider-Verse),109276132.0
1356,135,Track Name - 분할 6,(Metro,109276132.0
1357,135,Track Name - 분할 7,Boomin,109276132.0
1358,135,Track Name - 분할 8,&,109276132.0
1359,135,Track Name - 분할 9,Swae,109276132.0
1360,136,Track Name - 분할 1,Trance,276259178.0
1362,136,Track Name - 분할 2,(with,276259178.0
1363,136,Track Name - 분할 3,Travis,276259178.0
1364,136,Track Name - 분할 4,Scott,276259178.0
1365,136,Track Name - 분할 5,&,276259178.0
1366,136,Track Name - 분할 6,Young,276259178.0
1367,136,Track Name - 분할 7,Thug),276259178.0
1370,137,Track Name - 분할 1,Tere,54225632.0
1372,137,Track Name - 분할 2,Vaaste,54225632.0
1373,137,Track Name - 분할 3,(From,54225632.0
1374,137,Track Name - 분할 4,"""Zara",54225632.0
1375,137,Track Name - 분할 5,Hatke,54225632.0
1376,137,Track Name - 분할 6,Zara,54225632.0
1377,137,Track Name - 분할 7,"Bachke"")",54225632.0
1380,138,Track Name - 분할 1,Perfect,2559529074.0
1390,139,Track Name - 분할 1,Romantic,681583126.0
1392,139,Track Name - 분할 2,Homicide,681583126.0
1400,140,Track Name - 분할 1,Believer,2594040133.0
1410,141,Track Name - 분할 1,Novo,81102253.0
1412,141,Track Name - 분할 2,Balanï¿½,81102253.0
1420,142,Track Name - 분할 1,Gol,11956641.0
1422,142,Track Name - 분할 2,"Bolinha,",11956641.0
1423,142,Track Name - 분할 3,Gol,11956641.0
1424,142,Track Name - 분할 4,Quadrado,11956641.0
1425,142,Track Name - 분할 5,2,11956641.0
1430,143,Track Name - 분할 1,Without,1687664027.0
1432,143,Track Name - 분할 2,Me,1687664027.0
1440,144,Track Name - 분할 1,QUEMA,11599388.0
1450,145,Track Name - 분할 1,Stargirl,611700552.0
1452,145,Track Name - 분할 2,Interlude,611700552.0
1460,146,Track Name - 분할 1,Ojitos,1133865788.0
1462,146,Track Name - 분할 2,Lindos,1133865788.0
1470,147,Track Name - 분할 1,Somewhere,1089402494.0
1472,147,Track Name - 분할 2,Only,1089402494.0
1473,147,Track Name - 분할 3,We,1089402494.0
1474,147,Track Name - 분할 4,Know,1089402494.0
1480,148,Track Name - 분할 1,Those,411747614.0
1482,148,Track Name - 분할 2,Eyes,411747614.0
1490,149,Track Name - 분할 1,El,255932395.0
1492,149,Track Name - 분할 2,Gordo,255932395.0
1493,149,Track Name - 분할 3,Trae,255932395.0
1494,149,Track Name - 분할 4,El,255932395.0
1495,149,Track Name - 분할 5,Mando,255932395.0
1500,150,Track Name - 분할 1,Mi,31873544.0
1502,150,Track Name - 분할 2,Bello,31873544.0
1503,150,Track Name - 분할 3,Angel,31873544.0
1510,151,Track Name - 분할 1,Bye,95053634.0
1520,152,Track Name - 분할 1,Danza,1279434863.0
1522,152,Track Name - 분할 2,Kuduro,1279434863.0
1530,153,Track Name - 분할 1,Nosso,233801632.0
1532,153,Track Name - 분할 2,Quadro,233801632.0
1540,154,Track Name - 분할 1,Locked,1481349984.0
1542,154,Track Name - 분할 2,Out,1481349984.0
1543,154,Track Name - 분할 3,Of,1481349984.0
1544,154,Track Name - 분할 4,Heaven,1481349984.0
1550,155,Track Name - 분할 1,Un,142095275.0
1552,155,Track Name - 분할 2,Finde,142095275.0
1553,155,Track Name - 분할 3,|,142095275.0
1554,155,Track Name - 분할 4,CROSSOVER,142095275.0
1555,155,Track Name - 분할 5,#2,142095275.0
1560,156,Track Name - 분할 1,Jimmy,618885532.0
1562,156,Track Name - 분할 2,Cooks,618885532.0
1563,156,Track Name - 분할 3,(feat.,618885532.0
1564,156,Track Name - 분할 4,21,618885532.0
1565,156,Track Name - 분할 5,Savage),618885532.0
1570,157,Track Name - 분할 1,Counting,2011464183.0
1572,157,Track Name - 분할 2,Stars,2011464183.0
1580,158,Track Name - 분할 1,Ghost,1167330737.0
1590,159,Track Name - 분할 1,Under,929964809.0
1592,159,Track Name - 분할 2,The,929964809.0
1593,159,Track Name - 분할 3,Influence,929964809.0
1600,160,Track Name - 분할 1,PRC,436027885.0
1610,161,Track Name - 분할 1,Gasolina,657723613.0
1620,162,Track Name - 분할 1,One,2713922350.0
1622,162,Track Name - 분할 2,Dance,2713922350.0
1630,163,Track Name - 분할 1,Enchanted,621660989.0
1640,164,Track Name - 분할 1,Save,1591223784.0
1642,164,Track Name - 분할 2,Your,1591223784.0
1643,164,Track Name - 분할 3,Tears,1591223784.0
1650,165,Track Name - 분할 1,Sure,950906471.0
1652,165,Track Name - 분할 2,Thing,950906471.0
1660,166,Track Name - 분할 1,Every,1593270737.0
1662,166,Track Name - 분할 2,Breath,1593270737.0
1663,166,Track Name - 분할 3,You,1593270737.0
1664,166,Track Name - 분할 4,Take,1593270737.0
1665,166,Track Name - 분할 5,-,1593270737.0
1666,166,Track Name - 분할 6,Remastered,1593270737.0
1667,166,Track Name - 분할 7,2003,1593270737.0
1670,167,Track Name - 분할 1,The,1410088830.0
1672,167,Track Name - 분할 2,Night,1410088830.0
1673,167,Track Name - 분할 3,We,1410088830.0
1674,167,Track Name - 분할 4,Met,1410088830.0
1680,168,Track Name - 분할 1,We,1235005533.0
1682,168,Track Name - 분할 2,Found,1235005533.0
1683,168,Track Name - 분할 3,Love,1235005533.0
1690,169,Track Name - 분할 1,When,1661187319.0
1692,169,Track Name - 분할 2,I,1661187319.0
1693,169,Track Name - 분할 3,Was,1661187319.0
1694,169,Track Name - 분할 4,Your,1661187319.0
1695,169,Track Name - 분할 5,Man,1661187319.0
1700,170,Track Name - 분할 1,Let,1374581173.0
1702,170,Track Name - 분할 2,Me,1374581173.0
1703,170,Track Name - 분할 3,Down,1374581173.0
1704,170,Track Name - 분할 4,Slowly,1374581173.0
1710,171,Track Name - 분할 1,Am,94186466.0
1712,171,Track Name - 분할 2,I,94186466.0
1713,171,Track Name - 분할 3,Dreaming,94186466.0
1714,171,Track Name - 분할 4,(Metro,94186466.0
1715,171,Track Name - 분할 5,Boomin,94186466.0
1716,171,Track Name - 분할 6,&,94186466.0
1717,171,Track Name - 분할 7,A$AP,94186466.0
1718,171,Track Name - 분할 8,"Rocky,",94186466.0
1719,171,Track Name - 분할 9,Roisee),94186466.0
1720,172,Track Name - 분할 1,Do,1788326445.0
1722,172,Track Name - 분할 2,I,1788326445.0
1723,172,Track Name - 분할 3,Wanna,1788326445.0
1724,172,Track Name - 분할 4,Know?,1788326445.0
1730,173,Track Name - 분할 1,Demons,1840364617.0
1740,174,Track Name - 분할 1,ýýýýýýýýýýýý,143573775.0
1750,175,Track Name - 분할 1,Reminder,684675814.0
1760,176,Track Name - 분할 1,Shake,1113838873.0
1762,176,Track Name - 분할 2,It,1113838873.0
1763,176,Track Name - 분할 3,Off,1113838873.0
1770,177,Track Name - 분할 1,Why'd,1267333350.0
1772,177,Track Name - 분할 2,You,1267333350.0
1773,177,Track Name - 분할 3,Only,1267333350.0
1774,177,Track Name - 분할 4,Call,1267333350.0
1775,177,Track Name - 분할 5,Me,1267333350.0
1776,177,Track Name - 분할 6,When,1267333350.0
1777,177,Track Name - 분할 7,You're,1267333350.0
1778,177,Track Name - 분할 8,High?,1267333350.0
1780,178,Track Name - 분할 1,SNAP,726307468.0
1790,179,Track Name - 분할 1,Shape,3562543890.0
1792,179,Track Name - 분할 2,of,3562543890.0
1793,179,Track Name - 분할 3,You,3562543890.0
1800,180,Track Name - 분할 1,Night,1131090940.0
1802,180,Track Name - 분할 2,Changes,1131090940.0
1810,181,Track Name - 분할 1,Fin,307370144.0
1812,181,Track Name - 분할 2,de,307370144.0
1813,181,Track Name - 분할 3,Semana,307370144.0
1820,182,Track Name - 분할 1,Creep,1271293243.0
1830,183,Track Name - 분할 1,Car's,265882712.0
1832,183,Track Name - 분할 2,Outside,265882712.0
1840,184,Track Name - 분할 1,Apocalypse,841749534.0
1850,185,Track Name - 분할 1,Cheques,47956378.0
